Run	Time	Name	X_pos	Y_pos	Collision	OnCue
0	0.02	Bee01	25.52	15.46	0	True
0	0.02	Bee14	28.49	23.46	0	True
0	0.02	Bee02	29.54	22.50	0	True
0	0.63	Bee16	21.01	13.65	0	True
0	0.95	Bee04	42.90	40.36	1	False
0	0.98	Bee03	42.40	41.54	1	False
0	1.02	Bee07	0.47	25.53	1	False
0	1.28	Bee01	26.50	13.15	0	False
0	1.97	Bee04	42.88	40.37	2	False
0	2.59	Bee03	42.40	41.54	2	False
0	2.90	Bee15	10.50	14.30	1	False
0	2.97	Bee09	11.66	14.53	1	False
0	2.98	Bee04	42.89	40.38	3	False
0	3.08	Bee17	26.54	13.15	0	True
0	3.58	Bee02	36.65	22.62	0	False
0	3.80	Bee03	42.40	41.53	3	False
0	4.71	Bee15	10.51	14.30	2	False
0	4.71	Bee11	11.98	13.17	1	False
0	4.77	Bee09	11.66	14.53	2	False
0	5.56	Bee14	24.69	13.05	0	False
0	5.98	Bee09	11.65	14.52	3	False
0	6.12	Bee15	10.51	14.30	3	False
0	6.39	Bee00	35.15	31.19	0	True
0	6.91	Bee12	35.65	19.62	0	True
0	6.99	Bee09	11.65	14.52	4	False
0	7.50	Bee18	8.77	30.21	1	False
0	7.81	Bee17	32.75	20.29	1	True
0	7.82	Bee12	34.10	20.55	1	True
0	7.92	Bee15	10.51	14.30	4	False
0	8.07	Bee10	18.18	15.05	0	True
0	9.53	Bee16	14.05	30.05	0	False
0	11.09	Bee03	34.09	32.65	3	True
0	11.44	Bee15	9.83	10.54	5	False
0	11.46	Bee19	10.12	9.40	1	False
